,Text
271,"RT @FoxNews: .@RealDrGina: ""@HillaryClinton still has never defended these women [that accused @billclinton of sexual assault.]"" ."
272,@HillaryClinton @billclinton Who will blow his candle?
273,@CNN why are @realDonaldTrump's speeches everyday breaking news and not @HillaryClinton's?
274,Exactly! What is she hiding....hey I hope those 33K foundation emails surface. diversion from foundation hkHbc2Er1
275,@HillaryClinton you gonna legalize weed or nah 
276,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/"
277,"@realDonaldTrump if the car industry has been hurt so bad by @HillaryClinton why are they supporting @HillaryClinton, you are a crook &amp; liar"
278,RT @FoxNews: .@realDonaldTrump: I am the change candidate. @HillaryClinton is for the failed status quo. 
279,@MeatballMom1 @HillaryClinton Treason by private citizens? Manafort has worked on Reagan and HW Bush campaigns. Drop the conspiracies.
280,"@israeli101 @Reuters @HillaryClinton @realDonaldTrump EVERY SINGLE POLL.
"
281,"@TaraSetmayer that Piece of S--t!!!!! While is he talking  to ? ""F"" him!!!!! I'm with @HillaryClinton pMmbi1T"
282,#WorldHumanitarianDay   thanks @HillaryClinton 
283,@HillaryClinton @WIRED Than you are obviously blind.
284,RT @AceRealityCheck: #Conservative radio host: Weve created this monster of fact-hating right-wing voters  @Hillary
285,"@HillaryClinton @kristenschaaled Oh come on Hill, you could be a little happier"
286,"@frelling_cute @seanhannity @HillaryClinton @realDonaldTrump 
.........................taxes? 
really."
287,Bullshit liar.  
288,"RT @pastormarkburns: Yes @HillaryClinton, let's start blaming Colin Powell for YOU using a private email server. Good job Hillary... #HesWi"
289,"@FoxNews @HillaryClinton so true, so sad!"
290,RT @ehalliday07: @FreakOutNation @barbaraward235 @CNN @HillaryClinton @KellyannePolls Let them eat Play-Doh
291,RT @NegusHamitic: @HillaryClinton @sheenA_8886 Bobby Jindals Anti-Tax Fervor May Have Destroyed Louisiana  
292,@HillaryClinton @billclinton When a Clinton's lips are moving they are committing a crime. Let's see what the Clinton News Network (CNN) !
293,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://"
294,RT @NotHappyJann: @MasterAuthor @mavros35169 @DrBiden @DrMaryTBassett @MichelleObama @Oprah @HillaryClinton @awkward_1110 @LC4A I dawg
295,"RT @heykoolaid3: @TheGOPReport @HillaryClinton Wow, she cares? #hypocrite  #unfitforpotus. She let people die and suffer. #Benghazi #Indict"
296,@HillaryClinton what does bill say to hillary after sex? Ill be home in 20 minutes!
297,@HillaryClinton you are plumb stupidity Hillary someone needs to let you on on that fact.
298,RT @TinaCatalone: @HillaryClinton corrupt POS lying murderer 2ever run 4office @realDonaldTrump is not #PC big difference @JtMobleyFla http
299,RT @nickconfessore: Wait this is a tweetstorm with 83 tweets?  hOXvHcpW
300,"@CNNPolitics @HillaryClinton It's so sad to know Hillary has brain damage, has to wear a depends. So Very Sad. "
301,"RT @RaceForTheWH: Actually, what Trump did was divert first responders, and create a media spectacle - all for his campaign, "
302,"RT @pastormarkburns: Yes @HillaryClinton, let's start blaming Colin Powell for YOU using a private email server. Good job Hillary... #HesWi"
303,@GreenPeaches2 @0xc0ffea @kreed_wilkinson @HillaryClinton @POTUS now he's going Tuesday since @realDonaldTrump beat him to it so go figure..
304,@seanhannity @HillaryClinton Once again blaming others for her mistakes. CYA as the saying goes. He nose just keeps getting longer.
305,#whatdoyouhavetolose @HillaryClinton @realDonaldTrump hitting bottom Trumpy... Hypocrite lame amnesiac loser... Ur copying Hillary...stupid!
306,Dear @wikileaks @SenateMajLdr @SpeakerRyan @GOP @clairecmc @HillaryClinton @NancyPelosi @SenWarren @SenFeinstein @timkaine TELL US MORE!
307,"RT @jlopezandfamily: Make this go viral, @HillaryClinton will finish destroying America! "
308,RT @idawhannadoyou: .@HillaryClinton financier George Soros is considered public enemy #1 throughout the world. 
309,@HillaryClinton LA. Is under water and your at nappy time?! Or are you on a bender? You are not a Leader. Your a sad broken down Old Lady...
310,"Listen, its mating call of Trailerparkus blanco trashos! Aspersions against critics of the Fuhrer are unmistakeable so0"
311,"@HFA @HillaryClinton well, when a company does a background check and finds the candidate a liar and criminal..that ends the interview"
312,RT @magnifier661: .@HillaryClinton @billclinton and make sure to mention how him paying 850k to Paula Jones for sexual abuse is role model
313,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. t"
314,"@CBSNews #Corruptmedia WATCH: @HillaryClinton lose vote of ""every single African-American"" at Michigan rally #ColinPowell #ClintonsUseBLM"
315,@GreenPeaches2 @0xc0ffea @kreed_wilkinson @HillaryClinton @POTUS @realDonaldTrump just stating the obvious!
316,@HillaryClinton something really wrong with this picture anyway U Look At it @realDonaldTrump @FBI 
317,RT @OutOfTheBlue201: @AlanColmes @HillaryClinton @foxnation Anyone who thinks this isn't an invasion has their head up someones  ass! https
318,"""Her failure as Secretary of State unleashed ISIS onto the world"" @realDonaldTrump on @HillaryClinton"
319,Vet @JudicialWatch claiming to be non partisan only attacking @POTUS &amp; @HillaryClinton hZR6MOsd 
320,@FoxNews @HillaryClinton The word reugee comes from 'refuge'. People fleeing war. Where is our compassion?
321,Trump: @HillaryClinton has made one bad foreign policy decision after another!
322,"RT @seanhannity: .@newtgingrich: ""How cold does @HillaryClinton have to be to be able to look a grieving mother in the face &amp; lie to her..."
323,@KavaRob @FoxNews @realDonaldTrump @HillaryClinton So you're saying Trump was a racist when he went to Chicago and Detroit?
324,"RT @HerbinSF: Meanwhile, @POTUS and @HillaryClinton are nowhere to be found...Trump, Pence tour flood damage in Baton Rouge
"
325,RT @RealDJSlash: @HillaryClinton @BillClinton So which intern will he unwrap for his birthday gift?
326,"@HillaryClinton Yes, thank you for showing us what a lying criminal you are."
327,@bfraser747 @udouseless @realDonaldTrump @HillaryClinton @healthandcents Crazythat snowflakes brainwashed tohate 1st Amd. By leftists profs
328,Both relaxing on Martha's vineyard tgiTC
329,We've become so fixated on stopping Donald Trump that we forgot that @HillaryClinton is systematically just as bad
330,"@URAFRAUD1 @mcuban @HillaryClinton In past, when you would get confusing feelings, would you lash out in anger towards women? Then regret?"
331,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://"
332,"RT @WDFx2EU5: Not only did Colin Powell force @HillaryClinton to set up email server, but he also forced Malia to smoke a blunt "
333,"@HillaryClinton Ya, problem is you never talked about it, only after the narrative was created. SCANDALIS"
334,"@Bikers4Trump @redchuckjack @HillaryClinton @realDonaldTrump Powell should, but he will not"
335,@JoyToy312 @KatyTurNBC @hale_razor @HillaryClinton He hurt them all so much their weeping could be heard from space?
336,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back "
337,".@realDonaldTrump: ""Look at the world before and after [@HillaryClinton] became Secretary of State."" Notes Iraq chaos, ISIS, Iran, refugees."
338,RT @KellyRiddell: This is a truth bomb. Keep em coming txAg
339,RT @TJWoodstockNY: @crimmins @Reuters $6.5 Trillion unaccounted for..  @BernieSanders @HillaryClinton
340,@HillaryClinton p3GlF4Hch Trump DONATED 18 wheeler full of supplies
341,@MeatballMom1 @HillaryClinton YOU FORGOT HILLARY'S ADVISOR THE RAPIST! sl
342,@RealindytaiIs24 @NRA @HillaryClinton @INDYPRESSGL I want your 1st amendment banned now.
343,"@HillaryClinton working hard on the campaign trail.

 "
344,RT @OutOfTheBlue201: @AlanColmes @HillaryClinton @foxnation Anyone who thinks this isn't an invasion has their head up someones  ass! https
345,@HillaryClinton @billclinton Monica wants to sign!
346,He is as Stupid as they come.  I'm with HER @HillaryClinton pqdzK
347,Queen of Freaks sPUUnAp7w
348,RT @JohnFromCranber: Hillary: It's Always Either Someone Else's Fault or a Vast RW Conspiracy. HRC = The Morally Reprehensible One. #tcot h
349,Trump: @HillaryClinton's bad foreign policy decisions have unleashed ISIS onto the world.
350,"@HillaryClinton why do you want to tax people that make less then $25,000 and Donald Trump doesn't? Don't you even care about the poor?"
351,THANK YOU BAKARI SELLERS! @Bakari_Sellers  @HillaryClinton
352,Until hell freezes over keep sending in your bribes! 
353,@HillaryClinton @BarackObama Notice anything missing? It's YOU. Get off couch and golf course and HELP AMERICANS. tBnqKgH3
354,RT @OutOfTheBlue201: @AlanColmes @HillaryClinton @foxnation Anyone who thinks this isn't an invasion has their head up someones  ass! https
355,RT @xXx_MattMan_xXx: Do they really believe that the American people are that stupid? Everyone knows that something very bad is up. https:/
356,Do oppressed citizens of THIS COUNTRY appreciate #BarackObama playing golf and @HillaryClinton in hiding while being fed a fabrication???
357,"@realDonaldTrump @HillaryClinton @ballsdotie @erikiki214 @gimmedatbeckita 
Credit: @ericwareheim @nadeler @ericarhodes @ericandre"
358,@Bros4Hillary @MSNBC @HillaryClinton she never gets rally coverage like he does! Wtf so unfair!
359,"RT @SamHarrisOrg: ""What Hillary Clinton Should Say about Islam and the 'War on Terror'""
pNxH3f5
@HillaryClinton "
360,"Even though the Greeks of 3,000yrs ago knew better, some imbeciles never quite grasp it. phuYmalM2"
361,"RT @zip90210: @HillaryClinton It pays to read the fine print. The Devil is in the details.

#Hillary4Prison
#NeverHillary "
362,"@MariaBonanno9 @rosenbergerlm @HillaryClinton @WSJ Can't see it, it's too blurry"
363,"RT @seanhannity: .@HillaryClinton blames Colin Powell for her use of private Email, Powell fires back "
364,RT @Christi22751000: Great point! Lol! #GreedyTrump @HillaryClinton  h11
365,Indeed! The Blacks... 
366,@FKAFernando @thehill @realDonaldTrump @HillaryClinton Nah you'll just say he didn't get it there fast enough &amp; make excuses 4 Hill &amp; Obama
367,"RT @seanhannity: .@KellyannePolls: ""[@HillaryClinton] wants to refer to them as 'our determined enemies.' [Trump] refers to them as 'terror"
368,"Duh.

She was a Senator, and therefore has a long track record of, .... checking, just a sec.
It's here somewhere, "
369,RT @maryam82584: @ElizbethLManess @HillaryClinton @gentlemanirish @KnucklDraginSam @jokesonus4sure lol so true so true lol 
370,RT @1200CreativeInn: @realDonaldTrump  #HappyEasterInAugustLouisiana  svbQ1SDMcG @HillaryClinton #OohRewindSerpentAndTheRainbo
371,@fox12oregon @HillaryClinton HRC will ignore the judge. We all know HRC and Obama are above the law
372,"@HillaryClinton LOL.  you put national security at risk.  Are you completely stupid for tweeting this.  Ill answer, yes.  You are stupid."
373,@HillaryClinton shows her ignorance of economics #Libertarian  htv1R
374,@HillaryClinton  @RachalMaddow This country is falling way behind other countries.  The #GOP is dragging us down.  
375,"@HillaryClinton  is stupid  if she aides refugees ,terrorist can slip  in the #USA"
376,@DRUDGE_REPORT @realDonaldTrump @HillaryClinton #Bernie #JillNotHill #GaryJohnson she screwed up everything she touched. #Benghazi #Egypt
377,@HillaryClinton I lied: one more! 
378,"Trump has given jobs overseas with his products.
#NoBlackVote4Trump pDmr2fTFr"
379,"RT @pastormarkburns: Yes @HillaryClinton, let's start blaming Colin Powell for YOU using a private email server. Good job Hillary... #HesWi"
380,"Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" sWV"
381,"I can't stand the way @realDonaldTrump says @HillaryClinton I swear every 10 words in every speech is about her, but still no plans from him"
382,@MariaBonanno9 @rosenbergerlm @HillaryClinton @WSJ Got another picture
383,He's insane.  
384,"@HillaryClinton 
Obviously no one."
385,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" sWV"
386,@HillaryClinton @BarackObama PLEASE RT UNTIL THEY VISIT
387,@TearsInHeaven09 #imwithher @HillaryClinton @thehill @Lawrence @nbc @CBSNews #uniteblue Trump's desire of friendship w/Putin set him loose
388,@FoxNews @HillaryClinton @ClintonFdn    How wonderful !
389,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" sWV"
390,#MSM may cover-up but #RadioInfidel has no problem #exposing #Soros or @HillaryClinton h0Vlr8H @JtMobleyFla @elianselmi 
391,"RT @back_ttys: Hey folks, can anyone tell me the current President's name? Anyone? 
"
392,RT @marissa_runyon: @HillaryClinton p3GlF4Hch Trump DONATED 18 wheeler full of supplies
393,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://"
394,"RT @FoxNews: Trump: ""@HillaryClinton has a legacy of death, destruction, and terrorism."" sWV"
